"SourceFile","ExifToolVersion","FileName","Directory","FileSize","FileModifyDate","FileAccessDate","FileCreateDate","FilePermissions","FileType","FileTypeExtension","MIMEType","JFIFVersion","ResolutionUnit","XResolution","YResolution","ImageWidth","ImageHeight","EncodingProcess","BitsPerSample","ColorComponents","YCbCrSubSampling","ImageSize","Megapixels","ExifByteOrder","ImageDescription","Make","Model","Orientation","Software","ModifyDate","YCbCrPositioning","ExposureTime","FNumber","ExposureProgram","ISO","ExifVersion","DateTimeOriginal","CreateDate","ComponentsConfiguration","ExposureCompensation","MeteringMode","LightSource","Flash","FocalLength","SubSecTime","SubSecTimeOriginal","SubSecTimeDigitized","FlashpixVersion","ColorSpace","ExifImageWidth","ExifImageHeight","InteropIndex","InteropVersion","ExposureMode","WhiteBalance","DigitalZoomRatio","FocalLengthIn35mmFormat","SceneCaptureType","Compression","ThumbnailOffset","ThumbnailLength","Aperture","ScaleFactor35efl","ShutterSpeed","SubSecCreateDate","SubSecDateTimeOriginal","SubSecModifyDate","ThumbnailImage","CircleOfConfusion","FOV","FocalLength35efl","HyperfocalDistance","LightValue","OffsetTimeOriginal","ShutterSpeedValue","ApertureValue","BrightnessValue","MaxApertureValue","MakerNoteUnknownText","Warning","UserComment","SensingMethod","SceneType","LensModel","ProfileCMMType","ProfileVersion","ProfileClass","ColorSpaceData","ProfileConnectionSpace","ProfileDateTime","ProfileFileSignature","PrimaryPlatform","CMMFlags","DeviceManufacturer","DeviceModel","DeviceAttributes","RenderingIntent","ConnectionSpaceIlluminant","ProfileCreator","ProfileID","ProfileDescription","ProfileCopyright","MediaWhitePoint","RedMatrixColumn","GreenMatrixColumn","BlueMatrixColumn","RedTRC","ChromaticAdaptation","BlueTRC","GreenTRC","LensID","About","CreatorTool","Comment"
"E:/Mobile Images data/IMG-20241017-WA0000.jpg",12.22,"IMG-20241017-WA0000.jpg","E:/Mobile Images data",59102,"2024:10:17 06:47:10+05:30","2024:12:07 00:01:55+05:30","2024:12:07 00:01:55+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,1152,520,2,8,3,"2 2","1152 520",0.59904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241026-WA0001.jpg",12.22,"IMG-20241026-WA0001.jpg","E:/Mobile Images data",169869,"2024:10:26 18:43:12+05:30","2024:12:07 00:01:55+05:30","2024:12:07 00:01:55+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,895,1280,2,8,3,"2 2","895 1280",1.1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241027-WA0002.jpg",12.22,"IMG-20241027-WA0002.jpg","E:/Mobile Images data",27916,"2024:10:27 19:45:13+05:30","2024:12:07 00:01:55+05:30","2024:12:07 00:01:55+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,205,1280,2,8,3,"2 2","205 1280",0.2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241029-WA0007.jpg",12.22,"IMG-20241029-WA0007.jpg","E:/Mobile Images data",974438,"2024:10:29 17:25:59+05:30","2024:12:07 00:01:56+05:30","2024:12:07 00:01:56+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,3060,4080,2,8,3,"2 2","3060 4080",12.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241030-WA0001.jpg",12.22,"IMG-20241030-WA0001.jpg","E:/Mobile Images data",152195,"2024:10:30 11:12:03+05:30","2024:12:07 00:01:56+05:30","2024:12:07 00:01:56+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,1077,1084,2,8,3,"2 2","1077 1084",1.167468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241030-WA0002.jpg",12.22,"IMG-20241030-WA0002.jpg","E:/Mobile Images data",103282,"2024:10:30 11:12:10+05:30","2024:12:07 00:01:56+05:30","2024:12:07 00:01:56+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,720,1280,2,8,3,"2 2","720 1280",0.9216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241031-WA0004.jpg",12.22,"IMG-20241031-WA0004.jpg","E:/Mobile Images data",214946,"2024:10:31 14:43:21+05:30","2024:12:07 00:01:57+05:30","2024:12:07 00:01:57+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,900,1600,2,8,3,"2 2","900 1600",1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241102-WA0001.jpg",12.22,"IMG-20241102-WA0001.jpg","E:/Mobile Images data",55058,"2024:11:02 17:08:46+05:30","2024:12:07 00:01:57+05:30","2024:12:07 00:01:57+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,1280,720,2,8,3,"2 2","1280 720",0.9216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241105-WA0001.jpg",12.22,"IMG-20241105-WA0001.jpg","E:/Mobile Images data",21569,"2024:11:05 19:49:34+05:30","2024:12:07 00:01:57+05:30","2024:12:07 00:01:57+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,540,1110,2,8,3,"2 2","540 1110",0.5994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0002.jpg",12.22,"IMG-20241107-WA0002.jpg","E:/Mobile Images data",184924,"2024:11:07 16:22:36+05:30","2024:12:07 00:01:57+05:30","2024:12:07 00:01:57+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0003.jpg",12.22,"IMG-20241107-WA0003.jpg","E:/Mobile Images data",176726,"2024:11:07 16:22:37+05:30","2024:12:07 00:01:57+05:30","2024:12:07 00:01:57+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0004.jpg",12.22,"IMG-20241107-WA0004.jpg","E:/Mobile Images data",183677,"2024:11:07 16:22:37+05:30","2024:12:07 00:01:58+05:30","2024:12:07 00:01:58+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0005.jpg",12.22,"IMG-20241107-WA0005.jpg","E:/Mobile Images data",153745,"2024:11:07 16:22:38+05:30","2024:12:07 00:01:58+05:30","2024:12:07 00:01:58+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0006.jpg",12.22,"IMG-20241107-WA0006.jpg","E:/Mobile Images data",187543,"2024:11:07 16:22:38+05:30","2024:12:07 00:01:58+05:30","2024:12:07 00:01:58+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0007.jpg",12.22,"IMG-20241107-WA0007.jpg","E:/Mobile Images data",158429,"2024:11:07 16:22:39+05:30","2024:12:07 00:01:58+05:30","2024:12:07 00:01:58+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0008.jpg",12.22,"IMG-20241107-WA0008.jpg","E:/Mobile Images data",198606,"2024:11:07 16:22:39+05:30","2024:12:07 00:01:59+05:30","2024:12:07 00:01:59+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0009.jpg",12.22,"IMG-20241107-WA0009.jpg","E:/Mobile Images data",163503,"2024:11:07 16:22:40+05:30","2024:12:07 00:01:59+05:30","2024:12:07 00:01:59+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0010.jpg",12.22,"IMG-20241107-WA0010.jpg","E:/Mobile Images data",186107,"2024:11:07 16:22:40+05:30","2024:12:07 00:01:59+05:30","2024:12:07 00:01:59+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0011.jpg",12.22,"IMG-20241107-WA0011.jpg","E:/Mobile Images data",173047,"2024:11:07 16:22:41+05:30","2024:12:07 00:01:59+05:30","2024:12:07 00:01:59+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0012.jpg",12.22,"IMG-20241107-WA0012.jpg","E:/Mobile Images data",204919,"2024:11:07 16:22:41+05:30","2024:12:07 00:01:59+05:30","2024:12:07 00:01:59+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0013.jpg",12.22,"IMG-20241107-WA0013.jpg","E:/Mobile Images data",169156,"2024:11:07 16:22:41+05:30","2024:12:07 00:02:00+05:30","2024:12:07 00:02:00+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0014.jpg",12.22,"IMG-20241107-WA0014.jpg","E:/Mobile Images data",203905,"2024:11:07 16:22:42+05:30","2024:12:07 00:02:00+05:30","2024:12:07 00:02:00+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0015.jpg",12.22,"IMG-20241107-WA0015.jpg","E:/Mobile Images data",161898,"2024:11:07 16:22:42+05:30","2024:12:07 00:02:00+05:30","2024:12:07 00:02:00+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0016.jpg",12.22,"IMG-20241107-WA0016.jpg","E:/Mobile Images data",184926,"2024:11:07 16:22:43+05:30","2024:12:07 00:02:00+05:30","2024:12:07 00:02:00+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241107-WA0017.jpg",12.22,"IMG-20241107-WA0017.jpg","E:/Mobile Images data",137588,"2024:11:07 16:22:43+05:30","2024:12:07 00:02:01+05:30","2024:12:07 00:02:01+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
