"SourceFile","ExifToolVersion","FileName","Directory","FileSize","FileModifyDate","FileAccessDate","FileCreateDate","FilePermissions","FileType","FileTypeExtension","MIMEType","JFIFVersion","ResolutionUnit","XResolution","YResolution","ImageWidth","ImageHeight","EncodingProcess","BitsPerSample","ColorComponents","YCbCrSubSampling","ImageSize","Megapixels","ExifByteOrder","ImageDescription","Make","Model","Orientation","Software","ModifyDate","YCbCrPositioning","ExposureTime","FNumber","ExposureProgram","ISO","ExifVersion","DateTimeOriginal","CreateDate","ComponentsConfiguration","ExposureCompensation","MeteringMode","LightSource","Flash","FocalLength","SubSecTime","SubSecTimeOriginal","SubSecTimeDigitized","FlashpixVersion","ColorSpace","ExifImageWidth","ExifImageHeight","InteropIndex","InteropVersion","ExposureMode","WhiteBalance","DigitalZoomRatio","FocalLengthIn35mmFormat","SceneCaptureType","Compression","ThumbnailOffset","ThumbnailLength","Aperture","ScaleFactor35efl","ShutterSpeed","SubSecCreateDate","SubSecDateTimeOriginal","SubSecModifyDate","ThumbnailImage","CircleOfConfusion","FOV","FocalLength35efl","HyperfocalDistance","LightValue","OffsetTimeOriginal","ShutterSpeedValue","ApertureValue","BrightnessValue","MaxApertureValue","MakerNoteUnknownText","Warning","UserComment","SensingMethod","SceneType","LensModel","ProfileCMMType","ProfileVersion","ProfileClass","ColorSpaceData","ProfileConnectionSpace","ProfileDateTime","ProfileFileSignature","PrimaryPlatform","CMMFlags","DeviceManufacturer","DeviceModel","DeviceAttributes","RenderingIntent","ConnectionSpaceIlluminant","ProfileCreator","ProfileID","ProfileDescription","ProfileCopyright","MediaWhitePoint","RedMatrixColumn","GreenMatrixColumn","BlueMatrixColumn","RedTRC","ChromaticAdaptation","BlueTRC","GreenTRC","LensID","About","CreatorTool","Comment"
"E:/Mobile Images data/IMG-20241113-WA0000.jpg",12.22,"IMG-20241113-WA0000.jpg","E:/Mobile Images data",147755,"2024:11:13 05:24:58+05:30","2024:12:07 00:02:06+05:30","2024:12:07 00:02:06+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0001.jpg",12.22,"IMG-20241113-WA0001.jpg","E:/Mobile Images data",90919,"2024:11:13 05:24:59+05:30","2024:12:07 00:02:06+05:30","2024:12:07 00:02:06+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0002.jpg",12.22,"IMG-20241113-WA0002.jpg","E:/Mobile Images data",136761,"2024:11:13 05:25:00+05:30","2024:12:07 00:02:06+05:30","2024:12:07 00:02:06+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0003.jpg",12.22,"IMG-20241113-WA0003.jpg","E:/Mobile Images data",151820,"2024:11:13 05:25:00+05:30","2024:12:07 00:02:06+05:30","2024:12:07 00:02:06+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0004.jpg",12.22,"IMG-20241113-WA0004.jpg","E:/Mobile Images data",130846,"2024:11:13 05:25:00+05:30","2024:12:07 00:02:07+05:30","2024:12:07 00:02:07+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,899,1599,2,8,3,"2 2","899 1599",1.437501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0005.jpg",12.22,"IMG-20241113-WA0005.jpg","E:/Mobile Images data",87847,"2024:11:13 05:25:01+05:30","2024:12:07 00:02:07+05:30","2024:12:07 00:02:07+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,720,1280,2,8,3,"2 2","720 1280",0.9216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0010.jpg",12.22,"IMG-20241113-WA0010.jpg","E:/Mobile Images data",927805,"2024:11:13 20:44:14+05:30","2024:12:07 00:02:08+05:30","2024:12:07 00:02:08+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,3060,4080,2,8,3,"2 2","3060 4080",12.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0012.jpg",12.22,"IMG-20241113-WA0012.jpg","E:/Mobile Images data",868678,"2024:11:13 20:44:16+05:30","2024:12:07 00:02:08+05:30","2024:12:07 00:02:08+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,3060,4080,2,8,3,"2 2","3060 4080",12.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0014.jpg",12.22,"IMG-20241113-WA0014.jpg","E:/Mobile Images data",966419,"2024:11:13 20:44:19+05:30","2024:12:07 00:02:09+05:30","2024:12:07 00:02:09+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,3060,4080,2,8,3,"2 2","3060 4080",12.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:/Mobile Images data/IMG-20241113-WA0016.jpg",12.22,"IMG-20241113-WA0016.jpg","E:/Mobile Images data",901586,"2024:11:13 20:44:20+05:30","2024:12:07 00:02:09+05:30","2024:12:07 00:02:09+05:30",100666,"JPEG","JPG","image/jpeg","1 1",0,1,1,3060,4080,2,8,3,"2 2","3060 4080",12.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
